state,session,chamber,bill_id,title,created_at,updated_at,type,subjects
ms,2009,upper,SB 2769,Crimes; repeal certain wrongful assemblage statutes.,2011-01-12 03:14:54.013000,2011-01-12 03:14:54.013000,bill,
ms,2009,upper,SB 2770,Teacher/principal in-service training; shall include suicide prevention education.,2011-01-12 03:14:54.027000,2011-01-12 03:14:54.027000,bill,
ms,2009,upper,SB 2771,"Mississippi Health Care Fair Billing Act; require health care facilities and providers to itemize charges, etc.",2011-01-12 03:14:54.030000,2011-01-12 03:14:54.030000,bill,
ms,2009,upper,SB 2772,Highways; add segments of certain roads within the corporate limits of the City of Jackson to the state highway system.,2011-01-12 03:14:54.033000,2011-01-12 03:14:54.033000,bill,
ms,2009,upper,SB 2773,Public buildings; require art by Mississippi artists in certain state buildings.,2011-01-12 03:14:54.035000,2011-01-12 03:14:54.035000,bill,
ms,2009,upper,SB 2774,Business improvement districts; reduce percentage of vote of property owners necessary for creation or dissolution of.,2011-01-12 03:14:54.038000,2011-01-12 03:14:54.038000,bill,
ms,2009,upper,SB 2775,State Truth Commission; establish.,2011-01-12 03:14:54.040000,2011-01-12 03:14:54.040000,bill,
ms,2009,upper,SB 2776,City of Jackson; require state provide funds to defray ad valorem tax loss & increased costs incurred as seat of state government.,2011-01-12 03:14:54.042000,2011-01-12 03:14:54.042000,bill,
ms,2009,upper,SB 2777,Teacher salaries; increase by one percent per year for three years.,2011-01-12 03:14:54.044000,2011-01-12 03:14:54.044000,bill,
ms,2009,upper,SB 2778,Municipal governing bodies; require those elected to serve to receive basic and continuing education.,2011-01-12 03:14:54.047000,2011-01-12 03:14:54.047000,bill,
ms,2009,upper,SB 2779,Highways; add segments of certain roads within the corporate limits of the City of Jackson to the state highway system.,2011-01-12 03:14:54.069000,2011-01-12 03:14:54.069000,bill,
ms,2009,upper,SB 2780,City of Jackson; require payments in lieu of taxes on state-owned property located in the city.,2011-01-12 03:14:54.071000,2011-01-12 03:14:54.071000,bill,
ms,2009,upper,SB 2781,Sixteenth section school land; provide immunity to local school board and lessee of certain land used for recreational purposes.,2011-01-12 03:14:54.073000,2011-01-12 03:14:54.073000,bill,
ms,2009,upper,SB 2782,MS Training and Education Marketing Board and Special Task Force for Economic Development Planning; create.,2011-01-12 03:14:54.076000,2011-01-12 03:14:54.076000,bill,
ms,2009,upper,SB 2783,CON for nursing facility in any underserved minority zip code area in the state; authorize.,2011-01-12 03:14:54.079000,2011-01-12 03:14:54.079000,bill,
ms,2009,upper,SB 2784,Sex education pilot program; SBE and SBH shall establish.,2011-01-12 03:14:54.081000,2011-01-12 03:14:54.081000,bill,
ms,2009,upper,SB 2785,Gaming licensees; prefer Mississippi residents in purchasing and hiring.,2011-01-12 03:14:54.083000,2011-01-12 03:14:54.083000,bill,
ms,2009,upper,SB 2786,Deer enclosures; allow breeding pens for white-tailed deer to be smaller than minimum acreage for deer enclosures.,2011-01-12 03:14:54.085000,2011-01-12 03:14:54.085000,bill,
ms,2009,upper,SB 2787,CON; issue for psychiatric facility beds in Washington County.,2011-01-12 03:14:54.087000,2011-01-12 03:14:54.087000,bill,
ms,2009,upper,SB 2788,Commercial driver's license; clarify implied consent.,2011-01-12 03:14:54.090000,2011-01-12 03:14:54.090000,bill,
ms,2009,upper,SB 2789,Sex offense; revise definition of.,2011-01-12 03:14:54.092000,2011-01-12 03:14:54.092000,bill,
ms,2009,upper,SB 2790,Office of Utility Consumer Advocate; create.,2011-01-12 03:14:54.094000,2011-01-12 03:14:54.094000,bill,
ms,2009,upper,SB 2791,"Income tax; authorize a credit for repair, renovation, rehabilitation and construction of building in urban renewal areas.",2011-01-12 03:14:54.096000,2011-01-12 03:14:54.096000,bill,
ms,2009,upper,SB 2792,Pseudoephedrine; conform sale of to federal law.,2011-01-12 03:14:54.107000,2011-01-12 03:14:54.107000,bill,
ms,2009,upper,SB 2793,False reports of child abuse or neglect; provide criminal and civil penalties (AG).,2011-01-12 03:14:54.110000,2011-01-12 03:14:54.110000,bill,
ms,2009,upper,SB 2794,Minors under age 16; prohibit lewd and lascivious exhibition or obscene electronic communication (AG).,2011-01-12 03:14:54.112000,2011-01-12 03:14:54.112000,bill,
ms,2009,upper,SB 2795,Wiretapping; revise (AG).,2011-01-12 03:14:54.115000,2011-01-12 03:14:54.115000,bill,
ms,2009,upper,SB 2796,Electronic waste; create study committee to recommend recycling requirements.,2011-01-12 03:14:54.122000,2011-01-12 03:14:54.122000,bill,
ms,2009,upper,SB 2797,Repeal Section 19-9-171; which requires tax revenue from certain refinery and natural gas facilities be distributed to all county schools.,2011-01-12 03:14:54.126000,2011-01-12 03:14:54.126000,bill,
ms,2009,upper,SB 2798,Coroners; may use blue or red flashing lights on vehicles.,2011-01-12 03:14:54.149000,2011-01-12 03:14:54.149000,bill,
ms,2009,upper,SB 2799,Internet pharmacies; regulate (MBN).,2011-01-12 03:14:54.157000,2011-01-12 03:14:54.157000,bill,
ms,2009,upper,SB 2800,Divorce; create bona fide separation as the 13th ground.,2011-01-12 03:14:54.160000,2011-01-12 03:14:54.160000,bill,
ms,2009,upper,SB 2801,Criminal procedure; clarify expunction when court-imposed conditions are completed or cases are dismissed.,2011-01-12 03:14:54.162000,2011-01-12 03:14:54.162000,bill,
ms,2009,upper,SB 2802,Crimes; allow certain to be expunged.,2011-01-12 03:14:54.164000,2011-01-12 03:14:54.164000,bill,
ms,2009,upper,SB 2803,"Board on Law Enforcement Standards and Training; clarify authority and duties, revise qualification for certain officers.",2011-01-12 03:14:54.175000,2011-01-12 03:14:54.175000,bill,
ms,2009,upper,SB 2804,Unattended or immobile vehicles on or adjacent to a highway; provide procedures for removal.,2011-01-12 03:14:54.178000,2011-01-12 03:14:54.178000,bill,
ms,2009,upper,SB 2805,Nepotism; clarify that an appointment to a board overseeing a relative is a violation.,2011-01-12 03:14:54.181000,2011-01-12 03:14:54.181000,bill,
ms,2009,upper,SB 2806,U.S. Highway 61; schedule as high priority four-laning of segment between Vicksburg and Leland.,2011-01-12 03:14:54.183000,2011-01-12 03:14:54.183000,bill,
ms,2009,upper,SB 2807,Child abuse and neglect; revise persons with a duty to inform (AG).,2011-01-12 03:14:54.187000,2011-01-12 03:14:54.187000,bill,
ms,2009,upper,SB 2808,Minority set aside; counties may establish for professional services and public work contracts.,2011-01-12 03:14:54.189000,2011-01-12 03:14:54.189000,bill,
ms,2009,upper,SB 2809,Stationary assembly points and mobile labor camps provided by railroads; State Board of Health provide standards for.,2011-01-12 03:14:54.192000,2011-01-12 03:14:54.192000,bill,
ms,2009,upper,SB 2810,State IHL Board; authorize to acquire or sell real property for certain universities in their program of operations.,2011-01-12 03:14:54.198000,2011-01-12 03:14:54.198000,bill,
ms,2009,upper,SB 2811,Public lands; revise notice requirements provided before land is sold to individual or private entity.,2011-01-12 03:14:54.205000,2011-01-12 03:14:54.205000,bill,
ms,2009,upper,SB 2812,Research and Development Center; increase assessment charged by IHL for services.,2011-01-12 03:14:54.208000,2011-01-12 03:14:54.208000,bill,
ms,2009,upper,SB 2813,Radar; authorize use by sheriffs.,2011-01-12 03:14:54.210000,2011-01-12 03:14:54.210000,bill,
ms,2009,upper,SB 2814,Insurance policies; provide procedure for giving notice to creditor loss payees of change in coverage.,2011-01-12 03:14:54.212000,2011-01-12 03:14:54.212000,bill,
ms,2009,upper,SB 2815,Medicaid; marriage and family therapy services shall be reimbursable under.,2011-01-12 03:14:54.214000,2011-01-12 03:14:54.214000,bill,
ms,2009,upper,SB 2816,Teacher salaries; authorize school districts to negotiate salary amount with retired teachers from other states.,2011-01-12 03:14:54.216000,2011-01-12 03:14:54.216000,bill,
ms,2009,upper,SB 2817,"CON; issue to Alexander Milne Home for Women, Inc., for ICFMR beds in Laurel, Mississippi, and for other projects.",2011-01-12 03:14:54.241000,2011-01-12 03:14:54.241000,bill,
ms,2009,upper,SB 2818,Crimes; allow certain to be expunged.,2011-01-12 03:14:54.244000,2011-01-12 03:14:54.244000,bill,
ms,2009,upper,SB 2819,Sales tax; provide diversion to Jackson to defray ad valorem tax loss and increased costs incurred as the seat of state government.,2011-01-12 03:14:54.246000,2011-01-12 03:14:54.246000,bill,
ms,2009,upper,SB 2820,Public officers; shall be liable personally and on official bond when entering into unauthorized contracts.,2011-01-12 03:14:54.248000,2011-01-12 03:14:54.248000,bill,
ms,2009,upper,SB 2821,Fuel taxes; allocate a portion to the City of Jackson to defray costs incurred as a result of being the seat of state government.,2011-01-12 03:14:54.250000,2011-01-12 03:14:54.250000,bill,
ms,2009,upper,SB 2822,"PERS; increase the number of years required for retirement at any age for persons hired on or after July 1, 2009.",2011-01-12 03:14:54.253000,2011-01-12 03:14:54.253000,bill,
ms,2009,upper,SB 2823,Insurance; prohibit use of credit information in underwriting and rating.,2011-01-12 03:14:54.256000,2011-01-12 03:14:54.256000,bill,
ms,2009,upper,SB 2824,Environmental Quality; require commission to adopt rules on radon control.,2011-01-12 03:14:54.258000,2011-01-12 03:14:54.258000,bill,
ms,2009,upper,SB 2825,Health insurance policies; require coverage for hearing aids.,2011-01-12 03:14:54.261000,2011-01-12 03:14:54.261000,bill,
ms,2009,upper,SB 2826,Environmental Quality; require greenhouse gas inventory and voluntary registry.,2011-01-12 03:14:54.263000,2011-01-12 03:14:54.263000,bill,
ms,2009,upper,SB 2827,Environmental Quality; require the department to identify all coal ash dam sites.,2011-01-12 03:14:54.265000,2011-01-12 03:14:54.265000,bill,
ms,2009,upper,SB 2828,Mississippi Youth Build Program for court-ordered delinquent juveniles; DHS to establish.,2011-01-12 03:14:54.267000,2011-01-12 03:14:54.267000,bill,
ms,2009,upper,SB 2829,MS Civil Rights Museum; create under authority of Department of Archives and History/issue bonds to construct.,2011-01-12 03:14:54.269000,2011-01-12 03:14:54.269000,bill,
ms,2009,upper,SB 2830,Wind Pool Reinsurance Assistance Fund; increase amount of insurance premium tax diverted to the fund.,2011-01-12 03:14:54.271000,2011-01-12 03:14:54.271000,bill,
ms,2009,upper,SB 2831,School district consolidation; create task force on.,2011-01-12 03:14:54.274000,2011-01-12 03:14:54.274000,bill,
ms,2009,upper,SB 2832,Commissioner of Insurance; prohibit campaign contributions/gifts from insurance companies.,2011-01-12 03:14:54.276000,2011-01-12 03:14:54.276000,bill,
ms,2009,upper,SB 2833,Task force to study deaf education programs in Mississippi; create.,2011-01-12 03:14:54.280000,2011-01-12 03:14:54.280000,bill,
ms,2009,upper,SB 2834,School building finance; create task force on.,2011-01-12 03:14:54.282000,2011-01-12 03:14:54.282000,bill,
ms,2009,upper,SB 2835,Tuition; waive at universities and colleges for children and spouse of deceased and disabled veterans.,2011-01-12 03:14:54.285000,2011-01-12 03:14:54.285000,bill,
ms,2009,upper,SB 2836,District attorneys; increase salaries.,2011-01-12 03:14:54.287000,2011-01-12 03:14:54.287000,bill,
ms,2009,upper,SB 2837,Public officers; provide criminal penalty for failing to timely deposit public funds.,2011-01-12 03:14:54.289000,2011-01-12 03:14:54.289000,bill,
ms,2009,upper,SB 2838,Computer and electronic waste; require management plan for recycling and disposal.,2011-01-12 03:14:54.291000,2011-01-12 03:14:54.291000,bill,
ms,2009,upper,SB 2839,State Employees Health Insurance Management Board; shall establish irrevocable trust for funding retiree benefits.,2011-01-12 03:14:54.295000,2011-01-12 03:14:54.295000,bill,
ms,2009,upper,SB 2840,CON; authorize transfer of beds from Hancock County and new CON in Lamar County.,2011-01-12 03:14:54.298000,2011-01-12 03:14:54.298000,bill,
ms,2009,upper,SB 2841,Interstate Insurance Product Regulation Compact; enact.,2011-01-12 03:14:54.325000,2011-01-12 03:14:54.325000,bill,
ms,2009,upper,SB 2842,Comprehensive Health Insurance Risk Pool Association; revise provisions of law regarding.,2011-01-12 03:14:54.332000,2011-01-12 03:14:54.332000,bill,
ms,2009,upper,SB 2843,Hurricane Damage Mitigation Program; extend repealer on and require Wind Pool to give premium discount on fortified homes.,2011-01-12 03:14:54.345000,2011-01-12 03:14:54.345000,bill,
ms,2009,upper,SB 2844,Health insurance; provide for reciprocal limitations on claim filing and claim audits.,2011-01-12 03:14:54.351000,2011-01-12 03:14:54.351000,bill,
ms,2009,upper,SB 2845,Trauma care services; certain health insurers not required to reimburse cost of.,2011-01-12 03:14:54.354000,2011-01-12 03:14:54.354000,bill,
ms,2009,upper,SB 2846,Early voting; authorize a pilot program in Alcorn County.,2011-01-12 03:14:54.356000,2011-01-12 03:14:54.356000,bill,
ms,2009,upper,SB 2847,Education employment procedures law; reduce probationary period for certified employees.,2011-01-12 03:14:54.358000,2011-01-12 03:14:54.358000,bill,
ms,2009,upper,SB 2848,Publication; cities and counties may satisfy requirements by posting on the Internet.,2011-01-12 03:14:54.361000,2011-01-12 03:14:54.361000,bill,
ms,2009,upper,SB 2849,Coordinating council for remote sensing and geographic information systems; revise member appointed by Tax Assessors/Collectors.,2011-01-12 03:14:54.367000,2011-01-12 03:14:54.367000,bill,
ms,2009,upper,SB 2850,Ad valorem tax; increase the maximum number of mills that can be levied for parks and playgrounds.,2011-01-12 03:14:54.370000,2011-01-12 03:14:54.370000,bill,
ms,2009,upper,SB 2851,Mississippi Home Corporation; increase the amount of bonds that it may issue.,2011-01-12 03:14:54.374000,2011-01-12 03:14:54.374000,bill,
ms,2009,upper,SB 2852,Sheriffs; increase salaries of.,2011-01-12 03:14:54.377000,2011-01-12 03:14:54.377000,bill,
ms,2009,upper,SB 2853,Payroll and purchases for public school districts; DFA prepares payroll and makes purchases.,2011-01-12 03:14:54.379000,2011-01-12 03:14:54.379000,bill,
ms,2009,upper,SB 2854,Sixteenth Section school land; limit rent increases on farm residential land.,2011-01-12 03:14:54.401000,2011-01-12 03:14:54.401000,bill,
ms,2009,upper,SB 2855,Residential homebuilders/remodelers and State Board of Contractors; revise licensure provisions and extend repealer.,2011-01-12 03:14:54.403000,2011-01-12 03:14:54.403000,bill,
ms,2009,upper,SB 2856,Mississippi Auctioneers License Act; revise provisions of.,2011-01-12 03:14:54.412000,2011-01-12 03:14:54.412000,bill,
ms,2009,upper,SB 2857,Preneed Cemetery and Funeral Registration Act/Cemetery Law; revise provisions.,2011-01-12 03:14:54.417000,2011-01-12 03:14:54.417000,bill,
ms,2009,upper,SB 2858,Surplus Lines Insurance Association; extend repealer on liability protections of.,2011-01-12 03:14:54.426000,2011-01-12 03:14:54.426000,bill,
ms,2009,upper,SB 2859,"All terrain vehicles; prohibit the use on public highways, roads and streets.",2011-01-12 03:14:54.428000,2011-01-12 03:14:54.428000,bill,
ms,2009,upper,SB 2860,Chiropractors; clarify qualification for doing insurance claims reviews.,2011-01-12 03:14:54.431000,2011-01-12 03:14:54.431000,bill,
ms,2009,upper,SB 2861,Small employer group health insurance policies; prohibit exclusion for preexisting conditions.,2011-01-12 03:14:54.433000,2011-01-12 03:14:54.433000,bill,
ms,2009,upper,SB 2862,Homestead exemption; extend time certain dwelling houses destroyed in certain counties by Hurricane Katrina are considered homes.,2011-01-12 03:14:54.440000,2011-01-12 03:14:54.440000,bill,
ms,2009,upper,SB 2863,"Tourism Project Sales Tax Incentive Fund; revise definition of ""tourism project"" to include enterprises owned by gaming licensees.",2011-01-12 03:14:54.443000,2011-01-12 03:14:54.443000,bill,
ms,2009,upper,SB 2864,Suffrage; provide for immediate restoration upon completion of sentence and other conditions.,2011-01-12 03:14:54.445000,2011-01-12 03:14:54.445000,bill,
ms,2009,upper,SB 2865,"Deputy Commissioner of Insurance; salary shall be fixed by the commissioner, subject to State Personnel Board approval.",2011-01-12 03:14:54.448000,2011-01-12 03:14:54.448000,bill,
ms,2009,upper,SB 2866,State Board of Public Accountancy; revise regulatory laws.,2011-01-12 03:14:54.454000,2011-01-12 03:14:54.454000,bill,
ms,2009,upper,SB 2867,Motor Vehicle Safety Responsibility Act; increase fine for failing to have proof of insurance.,2011-01-12 03:14:54.458000,2011-01-12 03:14:54.458000,bill,
ms,2009,upper,SB 2868,Income tax; provide a credit for certain energy efficiency improvements to homestead property.,2011-01-12 03:14:54.461000,2011-01-12 03:14:54.461000,bill,
ms,2009,upper,SB 2869,"Ad valorem tax, homestead property; exempt portion of increase in assessed value above assessed value for preceding year.",2011-01-12 03:14:54.463000,2011-01-12 03:14:54.463000,bill,
ms,2009,upper,SB 2870,Bad check law; revise.,2011-01-12 03:14:54.465000,2011-01-12 03:14:54.465000,bill,
ms,2009,upper,SB 2871,Workers' compensation; preexisting conditions do not have to be occupationally disabling for apportionment to apply.,2011-01-12 03:14:54.467000,2011-01-12 03:14:54.467000,bill,
ms,2009,upper,SB 2872,Residential homebuilders/remodelers and State Board of Contractors; revise and extend repealer.,2011-01-12 03:14:54.489000,2011-01-12 03:14:54.489000,bill,
ms,2009,upper,SB 2873,MS Telephone Solicitation Act; revise provisions and increase penalty.,2011-01-12 03:14:54.492000,2011-01-12 03:14:54.492000,bill,
ms,2009,upper,SB 2874,Inventory tax; provide a rebate to businesses that pay ad valorem taxes on inventory.,2011-01-12 03:14:54.494000,2011-01-12 03:14:54.494000,bill,
ms,2009,upper,SB 2875,Mississippi Bicentennial Celebration Commission; establish.,2011-01-12 03:14:54.502000,2011-01-12 03:14:54.502000,bill,
ms,2009,upper,SB 2876,Teachers salary; authorize performance based pay for teachers with 30 or more years of service.,2011-01-12 03:14:54.505000,2011-01-12 03:14:54.505000,bill,
ms,2009,upper,SB 2877,Retirement; PERS members with 30 years' service may receive 48 months of maximum benefit.,2011-01-12 03:14:54.508000,2011-01-12 03:14:54.508000,bill,
ms,2009,upper,SB 2878,School teacher health insurance premium assistance account; establish to pay premiums of school teachers with 30 years of service.,2011-01-12 03:14:54.510000,2011-01-12 03:14:54.510000,bill,
ms,2009,upper,SB 2879,Limited Liability Company Act; revise.,2011-01-12 03:14:54.513000,2011-01-12 03:14:54.513000,bill,
ms,2009,upper,SB 2880,Intensive supervision; remove 1-year limitation on placement and the restriction on placing certain drug offenders in the program.,2011-01-12 03:14:54.524000,2011-01-12 03:14:54.524000,bill,
ms,2009,upper,SB 2881,Environmental Quality; conform lead-based paint accreditation and certification act to EPA regulations by including renovation projects.,2011-01-12 03:14:54.532000,2011-01-12 03:14:54.532000,bill,
ms,2009,upper,SB 2882,Distinctive motor vehicle license tag; authorize for supporters of the Mississippi Wildlife Federation.,2011-01-12 03:14:54.535000,2011-01-12 03:14:54.535000,bill,
ms,2009,upper,SB 2883,Beer Industry Fair Dealing Act; successor suppliers are obligated to certain agreements between wholesaler and original supplier.,2011-01-12 03:14:54.542000,2011-01-12 03:14:54.542000,bill,
ms,2009,upper,SB 2884,Retirement; increase PERS formula to 2-3/4% for 30 years or more of creditable service.,2011-01-12 03:14:54.545000,2011-01-12 03:14:54.545000,bill,
ms,2009,upper,SB 2885,Health insurance; require health insurance policies and State Health plan to cover autism spectrum disorders.,2011-01-12 03:14:54.568000,2011-01-12 03:14:54.568000,bill,
ms,2009,upper,SB 2886,Historic property income tax credit; authorize assignment of.,2011-01-12 03:14:54.572000,2011-01-12 03:14:54.572000,bill,
ms,2009,upper,SB 2887,"""Mississippi Health Insurance Exchange Act of 2009""; enact.",2011-01-12 03:14:54.574000,2011-01-12 03:14:54.574000,bill,
ms,2009,upper,SB 2888,Alcoholic beverages; revise definition of qualified resort area for purpose of sale at certain areas designated recreational.,2011-01-12 03:14:54.576000,2011-01-12 03:14:54.576000,bill,
ms,2009,upper,SB 2889,Elections; require 1 presidential elector to be elected from each congressional district and 2 from the state at-large.,2011-01-12 03:14:54.579000,2011-01-12 03:14:54.579000,bill,
ms,2009,upper,SB 2890,Payday lending; prohibit activities of/declare public nuisance.,2011-01-12 03:14:54.581000,2011-01-12 03:14:54.581000,bill,
ms,2009,upper,SB 2891,Distinct motor vehicle tag; Delta Bear Habitat program supporter tag and black bear is state land mammal.,2011-01-12 03:14:54.583000,2011-01-12 03:14:54.583000,bill,
ms,2009,upper,SB 2892,Income tax check-off; create the Mississippi Adequate Education Program Supplementary Support Fund and authorize for.,2011-01-12 03:14:54.585000,2011-01-12 03:14:54.585000,bill,
ms,2009,upper,SB 2893,Insurance company catastrophe models; require Attorney General to study accuracy and reliability of.,2011-01-12 03:14:54.587000,2011-01-12 03:14:54.587000,bill,
ms,2009,upper,SB 2894,Appropriations; MS National Guard Youth Challenge Program at Camp McCain.,2011-01-12 03:14:54.589000,2011-01-12 03:14:54.589000,bill,
ms,2009,upper,SB 2895,Nursing facilities; required to carry a minimum amount of liability insurance by licensing agency.,2011-01-12 03:14:54.612000,2011-01-12 03:14:54.612000,bill,
ms,2009,upper,SB 2896,E-verification of employee work eligibility status; repeal law.,2011-01-12 03:14:54.614000,2011-01-12 03:14:54.614000,bill,
ms,2009,upper,SB 2897,MS Motor Vehicle Safety Inspection Law; repeal and provide additional tag fee.,2011-01-12 03:14:54.616000,2011-01-12 03:14:54.616000,bill,
ms,2009,upper,SB 2898,Tenth Circuit District; create subdistrict and additional judge.,2011-01-12 03:14:54.618000,2011-01-12 03:14:54.618000,bill,
ms,2009,upper,SB 2899,Real property; create limited exception to requiring fair-market value when acquiring property for publicly funded projects.,2011-01-12 03:14:54.629000,2011-01-12 03:14:54.629000,bill,
ms,2009,upper,SB 2900,"Landfills; require to be a certain minimum distance from municipalities, schools, etc., unless written agreement from owner.",2011-01-12 03:14:54.632000,2011-01-12 03:14:54.632000,bill,
ms,2009,upper,SB 2901,Civil service; prescribe allowable political activity by officers or employees of certain municipalities.,2011-01-12 03:14:54.635000,2011-01-12 03:14:54.635000,bill,
ms,2009,upper,SB 2902,Unfair Cigarette Sales Law; increase penalties and place responsibility for enforcement with the Attorney General.,2011-01-12 03:14:54.639000,2011-01-12 03:14:54.639000,bill,
ms,2009,upper,SB 2903,"Ambulance service; establish grant program for counties with a population of not more than 15,000 to assist in providing.",2011-01-12 03:14:54.641000,2011-01-12 03:14:54.641000,bill,
ms,2009,upper,SB 2904,Homestead exemption; extend time dwelling houses destroyed in certain counties by Hurricane Katrina are considered homes.,2011-01-12 03:14:54.643000,2011-01-12 03:14:54.643000,bill,
ms,2009,upper,SB 2905,Unfair Cigarette Sales Law; increase penalties for certain violations.,2011-01-12 03:14:54.645000,2011-01-12 03:14:54.645000,bill,
ms,2009,upper,SB 2906,Cruelty to animals; repeal seizure.,2011-01-12 03:14:54.648000,2011-01-12 03:14:54.648000,bill,
ms,2009,upper,SB 2907,Certain municipalities; authorize borrowing from date of incorporation in anticipation of collection of ad valorem taxes.,2011-01-12 03:14:54.650000,2011-01-12 03:14:54.650000,bill,
ms,2009,upper,SB 2908,Mississippi Buildings Code Council; reduce membership of.,2011-01-12 03:14:54.652000,2011-01-12 03:14:54.652000,bill,
ms,2009,upper,SB 2909,Retired teachers; may draw retirement and be reemployed as teachers under certain circumstances.,2011-01-12 03:14:54.654000,2011-01-12 03:14:54.654000,bill,
ms,2009,upper,SB 2910,County garbage fees; allow placement on tax bills and allow sale of property for failure to pay.,2011-01-12 03:14:54.657000,2011-01-12 03:14:54.657000,bill,
ms,2009,upper,SB 2911,Counties; change the date by which community hospital boards of trustees must file an annual report.,2011-01-12 03:14:54.664000,2011-01-12 03:14:54.664000,bill,
ms,2009,upper,SB 2912,Counties; increase maximum per diem paid to community hospital board members.,2011-01-12 03:14:54.687000,2011-01-12 03:14:54.687000,bill,
ms,2009,upper,SB 2913,Malicious prosecution; define as an intentional common law tort.,2011-01-12 03:14:54.689000,2011-01-12 03:14:54.689000,bill,
ms,2009,upper,SB 2914,Ad valorem tax; proceeds of levy for general county purposes may be utilized for roads and bridges.,2011-01-12 03:14:54.691000,2011-01-12 03:14:54.691000,bill,
ms,2009,upper,SB 2915,Motor vehicle insurance; driver with liability insurance not liable for property damage to uninsured or unlicensed driver.,2011-01-12 03:14:54.694000,2011-01-12 03:14:54.694000,bill,
ms,2009,upper,SB 2916,Crimes; revise misdemeanor offense of simple animal cruelty.,2011-01-12 03:14:54.696000,2011-01-12 03:14:54.696000,bill,
ms,2009,upper,SB 2917,Crimes; revise animal cruelty and distinguish between misdemeanor and felony degrees of the crime.,2011-01-12 03:14:54.698000,2011-01-12 03:14:54.698000,bill,
ms,2009,upper,SB 2918,Delinquent fine collections; revise for municipal and justice courts.,2011-01-12 03:14:54.709000,2011-01-12 03:14:54.709000,bill,
ms,2009,upper,SB 2919,Uniform Traffic Ticket Law; revise information required.,2011-01-12 03:14:54.718000,2011-01-12 03:14:54.718000,bill,
ms,2009,upper,SB 2920,D.A.R.E.; authorize counties to assess traffic violation surcharge to fund.,2011-01-12 03:14:54.721000,2011-01-12 03:14:54.721000,bill,
ms,2009,upper,SB 2921,Open records; revise time period available to a public body for response and allowable costs.,2011-01-12 03:14:54.725000,2011-01-12 03:14:54.725000,bill,
ms,2009,upper,SB 2922,Municipalities; revise cleaning of private property.,2011-01-12 03:14:54.729000,2011-01-12 03:14:54.729000,bill,
ms,2009,upper,SB 2923,Public purchasing law; revise certain requirements for projects under the federal American Recovery and Reinvestment Act.,2011-01-12 03:14:54.743000,2011-01-12 03:14:54.743000,bill,
ms,2009,upper,SB 2924,Metal theft; revise.,2011-01-12 03:14:54.746000,2011-01-12 03:14:54.746000,bill,
ms,2009,upper,SB 2925,Domestic violence; victims exempt from payment of fees incurred in seeking injunctive relief.,2011-01-12 03:14:54.774000,2011-01-12 03:14:54.774000,bill,
ms,2009,upper,SB 2926,Radar; revise operation of by municipalities.,2011-01-12 03:14:54.776000,2011-01-12 03:14:54.776000,bill,
ms,2009,upper,SB 2927,"""Bill of Rights"" for patients and residents of health care facilities; provide.",2011-01-12 03:14:54.779000,2011-01-12 03:14:54.779000,bill,
ms,2009,upper,SB 2928,"""Budget Reconciliation Act of 2009""; enact.",2011-01-12 03:14:54.786000,2011-01-12 03:14:54.786000,bill,
ms,2009,upper,SB 2929,CON; authorize assignment of home health agency CON under certain conditions.,2011-01-12 03:14:54.789000,2011-01-12 03:14:54.789000,bill,
ms,2009,upper,SB 2930,High hazard dam rehabilitation revolving loan program; create.,2011-01-12 03:14:54.791000,2011-01-12 03:14:54.791000,bill,
ms,2009,upper,SB 2931,Bail bonds; clarify sheriff's approval of sureties and forfeiture provisions.,2011-01-12 03:14:54.793000,2011-01-12 03:14:54.793000,bill,
ms,2009,upper,SB 2932,"Scenic Byways; Extend the ""Mississippi Delta Great River Road"" through Tunica and DeSoto counties.",2011-01-12 03:14:54.800000,2011-01-12 03:14:54.800000,bill,
ms,2009,upper,SB 2933,"Memorial highways; designate portion of US Highway 49 in the City of Gulfport as ""Lieutenant Robert J. Curry Memorial Highway.""",2011-01-12 03:14:54.805000,2011-01-12 03:14:54.805000,bill,
ms,2009,upper,SB 2934,Traffic violations; authorize the use of automated red light camera system for red light violations and place restrictions on use.,2011-01-12 03:14:54.807000,2011-01-12 03:14:54.807000,bill,
ms,2009,upper,SB 2935,Wastewater; remove revisions to the Individual On-Site Wastewater Disposal System Law.,2011-01-12 03:14:54.810000,2011-01-12 03:14:54.810000,bill,
ms,2009,upper,SB 2936,Highways; delete certain highways in Alcorn County from the state highway system.,2011-01-12 03:14:54.817000,2011-01-12 03:14:54.817000,bill,
ms,2009,upper,SB 2937,Agriculture; create the Mississippi Country of Origin Labeling Law of 2009.,2011-01-12 03:14:54.825000,2011-01-12 03:14:54.825000,bill,
ms,2009,upper,SB 2938,Wastewater; technical revisions to the Mississippi Individual On-Site Wastewater Disposal Law.,2011-01-12 03:14:54.851000,2011-01-12 03:14:54.851000,bill,
ms,2009,upper,SB 2939,Youth court proceedings; prescribe duties of youth court counsel.,2011-01-12 03:14:54.865000,2011-01-12 03:14:54.865000,bill,
ms,2009,upper,SB 2940,Eminent domain; grant right to USM over certain property.,2011-01-12 03:14:54.868000,2011-01-12 03:14:54.868000,bill,
